Area,Clave_carrera,Codigo_opcion,Carrera,Plantel,Modalidad,URL_resultados,Estado_extraccion,Filas_extraidas,Seleccionados_extraidos,Duracion_segundos,Error,Concurso,Oferta,Aspirantes,Presentaron_examen,Aciertos_minimos,Seleccionados
3,316,31604005,COMUNICACION Y PERIODISMO,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31604005.html,Completado,1175,241,0.4,,Licenciatura 2026,145,1175,1035,88,243
3,304,30400065,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30400065.html,Completado,5189,567,1.74,,Licenciatura 2026,580,5189,4503,104,587
3,304,30401005,CONTADURIA,FES CUAUTITLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30401005.html,Completado,991,353,1.01,,Licenciatura 2026,325,991,883,74,356
3,304,30411005,CONTADURIA,"ESCUELA NAL. DE ESTUDIOS SUP. OAXACA, OAX.",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30411005.html,Completado,491,153,0.6,,Licenciatura 2026,40,491,404,72,154
3,305,30500075,DERECHO,FACULTAD DE DERECHO,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30500075.html,Completado,6142,578,1.56,,Licenciatura 2026,586,6142,5114,105,606
3,305,30502005,DERECHO,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30502005.html,Completado,1934,464,0.89,,Licenciatura 2026,199,1934,1656,87,471
3,305,30504005,DERECHO,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30504005.html,Completado,2929,541,0.88,,Licenciatura 2026,249,2929,2526,93,554
3,305,30507005,DERECHO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30507005.html,Completado,127,77,0.36,,Licenciatura 2026,45,127,96,40,79
3,318,31805005,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31805005.html,Completado,89,50,0.21,,Licenciatura 2026,50,89,80,49,50
3,318,31800015,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31800015.html,Completado,6,1,0.18,,Licenciatura 2026,50,6,4,96,1
3,320,32006005,DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/32006005.html,Completado,12,7,0.18,,Licenciatura 2026,36,12,7,57,7
3,306,30600085,ECONOMIA,FACULTAD DE ECONOMÍA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30600085.html,Completado,2016,468,0.65,,Licenciatura 2026,475,2016,1683,96,482
3,306,30602005,ECONOMIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30602005.html,Completado,623,140,0.46,,Licenciatura 2026,140,623,542,87,146
3,306,30604005,ECONOMIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30604005.html,Completado,750,130,0.4,,Licenciatura 2026,130,750,614,93,132
3,313,31306005,ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31306005.html,Completado,161,78,0.26,,Licenciatura 2026,70,161,137,54,78
3,317,31707005,ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31707005.html,Completado,40,13,0.18,,Licenciatura 2026,40,40,16,53,14
3,307,30700105,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30700105.html,Completado,90,69,0.19,,Licenciatura 2026,35,90,81,40,74
3,322,32200175,GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/32200175.html,Completado,29,21,0.19,,Licenciatura 2026,30,29,24,45,22
3,322,32208005,GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/32208005.html,Completado,8,7,0.19,,Licenciatura 2026,23,8,8,41,7
3,308,30801005,INFORMATICA,FES CUAUTITLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30801005.html,Completado,258,76,0.28,,Licenciatura 2026,75,258,225,78,78
3,309,30904005,PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/30904005.html,Completado,95,72,0.22,,Licenciatura 2026,97,95,81,40,72
3,310,31000045,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31000045.html,Completado,1177,37,0.5,,Licenciatura 2026,39,1177,995,112,39
3,310,31002005,RELACIONES INTERNACIONALES,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31002005.html,Completado,945,104,0.73,,Licenciatura 2026,63,945,825,103,106
3,310,31004005,RELACIONES INTERNACIONALES,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31004005.html,Completado,1323,98,0.72,,Licenciatura 2026,82,1323,1150,105,100
3,310,31006005,RELACIONES INTERNACIONALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31006005.html,Completado,138,77,0.54,,Licenciatura 2026,45,138,106,52,78
3,311,31100045,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31100045.html,Completado,234,65,0.3,,Licenciatura 2026,66,234,190,88,67
3,311,31102005,SOCIOLOGIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31102005.html,Completado,149,105,0.24,,Licenciatura 2026,80,149,128,40,106
3,311,31104005,SOCIOLOGIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31104005.html,Completado,171,96,0.62,,Licenciatura 2026,47,171,148,56,97
3,324,32408005,SOCIOLOGIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/32408005.html,Completado,25,23,0.19,,Licenciatura 2026,25,25,23,42,23
3,312,31200155,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/31200155.html,Completado,786,418,0.34,,Licenciatura 2026,340,786,675,47,424
3,323,32306005,TURISMO Y DESARROLLO SOSTENIBLE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/3/32306005.html,Completado,92,44,0.24,,Licenciatura 2026,45,92,59,40,44
4,437,43700105,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43700105.html,Completado,96,15,0.2,,Licenciatura 2026,15,96,83,82,15
4,434,43402055,ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43402055.html,Completado,114,53,0.42,,Licenciatura 2026,45,114,87,49,55
4,434,43407005,ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43407005.html,Completado,146,108,0.44,,Licenciatura 2026,75,146,122,41,108
4,401,40100025,ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40100025.html,Completado,1794,99,0.63,,Licenciatura 2026,90,1794,1522,102,102
4,402,40200105,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40200105.html,Completado,137,67,0.43,,Licenciatura 2026,55,137,119,53,70
4,403,40300135,CANTO,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40300135.html,Completado,55,24,0.26,,Licenciatura 2026,19,55,34,41,24
4,404,40400135,COMPOSICION,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40400135.html,Completado,70,35,0.27,,Licenciatura 2026,21,70,47,45,35
4,429,42900105,DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/42900105.html,Completado,78,16,0.19,,Licenciatura 2026,17,78,67,85,17
4,429,42906005,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/42906005.html,Completado,23,11,0.21,,Licenciatura 2026,36,23,14,48,11
4,429,42908005,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/42908005.html,Completado,22,15,0.18,,Licenciatura 2026,29,22,18,40,15
4,406,40602005,DISEÑO GRAFICO,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40602005.html,Completado,1310,42,0.77,,Licenciatura 2026,36,1310,1120,106,42
4,405,40500025,DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40500025.html,Completado,1483,54,0.54,,Licenciatura 2026,50,1483,1238,108,55
4,405,40501005,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40501005.html,Completado,694,31,0.38,,Licenciatura 2026,30,694,612,101,32
4,407,40700135,EDUCACION MUSICAL,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40700135.html,Completado,33,18,0.23,,Licenciatura 2026,28,33,22,40,18
4,408,40802005,ENSEÑANZA DE INGLES,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40802005.html,Completado,213,128,0.23,,Licenciatura 2026,98,213,136,40,130
4,409,40900105,ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/40900105.html,Completado,109,76,0.2,,Licenciatura 2026,38,109,97,47,78
4,410,41000135,ETNOMUSICOLOGIA,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41000135.html,Completado,12,8,0.16,,Licenciatura 2026,20,12,8,40,8
4,411,41100105,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41100105.html,Completado,335,64,0.24,,Licenciatura 2026,50,335,265,89,67
4,411,41102005,FILOSOFIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41102005.html,Completado,108,67,0.22,,Licenciatura 2026,77,108,84,40,70
4,431,43107005,GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43107005.html,Completado,9,6,0.18,,Licenciatura 2026,40,9,6,63,6
4,412,41200105,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41200105.html,Completado,361,84,0.24,,Licenciatura 2026,35,361,309,78,87
4,412,41202005,HISTORIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41202005.html,Completado,106,82,0.21,,Licenciatura 2026,47,106,93,40,83
4,412,41211005,HISTORIA,"ESCUELA NAL. DE ESTUDIOS SUP. OAXACA, OAX.",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41211005.html,Completado,44,25,0.19,,Licenciatura 2026,20,44,34,54,25
4,433,43307005,HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43307005.html,Completado,27,18,0.18,,Licenciatura 2026,40,27,19,41,18
4,413,41300135,INSTRUMENTISTA,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41300135.html,Completado,106,65,0.45,,Licenciatura 2026,102,106,71,40,66
4,414,41400105,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41400105.html,Completado,202,103,0.21,,Licenciatura 2026,45,202,176,64,106
4,414,41402005,LENGUA Y LITERATURAS HISPANICAS,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41402005.html,Completado,67,58,0.29,,Licenciatura 2026,45,67,58,40,58
4,415,41500105,LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41500105.html,Completado,8,4,0.17,,Licenciatura 2026,27,8,5,63,5
4,416,41600105,LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41600105.html,Completado,16,7,0.17,,Licenciatura 2026,37,16,8,42,7
4,417,41700105,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41700105.html,Completado,121,67,0.26,,Licenciatura 2026,125,121,73,42,70
4,418,41800105,LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41800105.html,Completado,29,20,0.22,,Licenciatura 2026,23,29,23,43,20
4,430,43000105,LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43000105.html,Completado,14,7,0.22,,Licenciatura 2026,19,14,9,63,7
4,419,41900105,LETRAS CLASICAS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/41900105.html,Completado,60,29,0.44,,Licenciatura 2026,20,60,50,64,32
4,439,43900425,LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43900425.html,Completado,130,41,0.18,,Licenciatura 2026,40,130,90,70,45
4,420,42000105,LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/42000105.html,Completado,415,32,0.31,,Licenciatura 2026,32,415,355,102,33
4,432,43207005,LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43207005.html,Completado,20,14,0.19,,Licenciatura 2026,40,20,14,47,14
4,438,43807005,MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43807005.html,Completado,54,29,0.21,,Licenciatura 2026,25,54,33,49,30
4,421,42100105,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/42100105.html,Completado,1626,157,0.59,,Licenciatura 2026,150,1626,1415,94,161
4,421,42102005,PEDAGOGIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/42102005.html,Completado,1012,86,0.63,,Licenciatura 2026,85,1012,893,92,86
4,421,42104005,PEDAGOGIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/42104005.html,Completado,1591,138,0.77,,Licenciatura 2026,135,1591,1386,92,138
4,422,42200135,PIANO,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/42200135.html,Completado,30,19,0.3,,Licenciatura 2026,33,30,21,44,20
4,436,43600135,TEATRO Y ACTUACION,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/43600135.html,Completado,704,292,0.28,,Licenciatura 2026,174,704,576,62,300
4,440,44000425,TRADUCCION,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/44000425.html,Completado,438,19,0.29,,Licenciatura 2026,19,438,285,107,19
4,440,44000305,TRADUCCION,"SAN MIGUEL DE ALLENDE, GUANAJUATO",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados/4/44000305.html,Completado,29,13,0.19,,Licenciatura 2026,32,29,15,40,14
