Anio,Area,Clave_carrera,Codigo_opcion,Carrera,Plantel,Modalidad,URL_resultados,Estado_extraccion,Filas_extraidas,Seleccionados_extraidos,Duracion_segundos,Error,Concurso,Oferta,Aspirantes,Presentaron_examen,Aciertos_minimos,Seleccionados
2025,3,318,31805005,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31805005.html,Completado,109,50,0.45,,Licenciatura 2025,47,109,96,46,51
2025,3,318,31800015,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31800015.html,Completado,4,3,0.24,,Licenciatura 2025,47,4,4,52,3
2025,3,320,32006005,DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/32006005.html,Completado,18,10,0.19,,Licenciatura 2025,36,18,14,53,10
2025,3,306,30600085,ECONOMIA,FACULTAD DE ECONOMÍA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/30600085.html,Completado,2158,478,1.39,,Licenciatura 2025,475,2158,1856,76,500
2025,3,306,30602005,ECONOMIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/30602005.html,Completado,634,138,0.51,,Licenciatura 2025,140,634,561,68,142
2025,3,306,30604005,ECONOMIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/30604005.html,Completado,822,128,0.38,,Licenciatura 2025,130,822,737,74,131
2025,3,313,31306005,ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31306005.html,Completado,177,72,0.28,,Licenciatura 2025,65,177,148,58,72
2025,3,317,31707005,ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31707005.html,Completado,23,11,0.17,,Licenciatura 2025,29,23,17,55,12
2025,3,307,30700105,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/30700105.html,Completado,142,38,0.18,,Licenciatura 2025,35,142,129,66,40
2025,3,322,32200175,GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/32200175.html,Completado,56,28,0.17,,Licenciatura 2025,30,56,49,63,30
2025,3,322,32208005,GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/32208005.html,Completado,5,4,0.17,,Licenciatura 2025,23,5,4,45,4
2025,3,308,30801005,INFORMATICA,FES CUAUTITLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/30801005.html,Completado,278,77,0.2,,Licenciatura 2025,75,278,236,60,78
2025,3,309,30904005,PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/30904005.html,Completado,131,61,0.19,,Licenciatura 2025,97,131,111,45,61
2025,3,310,31000045,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31000045.html,Completado,1304,38,0.46,,Licenciatura 2025,39,1304,1096,102,40
2025,3,310,31002005,RELACIONES INTERNACIONALES,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31002005.html,Completado,966,69,0.45,,Licenciatura 2025,63,966,862,86,69
2025,3,310,31004005,RELACIONES INTERNACIONALES,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31004005.html,Completado,1354,81,0.53,,Licenciatura 2025,82,1354,1210,87,85
2025,3,311,31100045,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31100045.html,Completado,260,67,0.3,,Licenciatura 2025,66,260,218,73,68
2025,3,311,31102005,SOCIOLOGIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31102005.html,Completado,172,74,0.28,,Licenciatura 2025,80,172,156,45,74
2025,3,311,31104005,SOCIOLOGIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31104005.html,Completado,192,71,0.48,,Licenciatura 2025,47,192,168,50,71
2025,3,324,32408005,SOCIOLOGIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/32408005.html,Completado,27,10,0.17,,Licenciatura 2025,25,27,14,49,10
2025,3,312,31200155,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/31200155.html,Completado,1021,428,0.43,,Licenciatura 2025,340,1021,918,46,432
2025,3,323,32306005,TURISMO Y DESARROLLO SOSTENIBLE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/3/32306005.html,Completado,122,46,0.24,,Licenciatura 2025,32,122,85,45,47
2025,4,437,43700105,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43700105.html,Completado,95,13,0.17,,Licenciatura 2025,15,95,81,55,16
2025,4,434,43402055,ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43402055.html,Completado,116,45,0.16,,Licenciatura 2025,45,116,91,48,45
2025,4,434,43407005,ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43407005.html,Completado,193,68,0.19,,Licenciatura 2025,70,193,151,58,70
2025,4,401,40100025,ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40100025.html,Completado,2002,77,0.51,,Licenciatura 2025,78,2002,1713,96,82
2025,4,402,40200105,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40200105.html,Completado,118,67,0.27,,Licenciatura 2025,55,118,108,45,68
2025,4,403,40300135,CANTO,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40300135.html,Completado,72,20,0.31,,Licenciatura 2025,19,72,46,46,20
2025,4,404,40400135,COMPOSICION,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40400135.html,Completado,83,36,0.37,,Licenciatura 2025,21,83,52,45,37
2025,4,429,42900105,DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/42900105.html,Completado,81,17,0.36,,Licenciatura 2025,17,81,68,75,17
2025,4,429,42906005,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/42906005.html,Completado,26,13,0.21,,Licenciatura 2025,36,26,23,45,13
2025,4,429,42908005,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/42908005.html,Completado,20,6,0.18,,Licenciatura 2025,29,20,13,56,7
2025,4,406,40602005,DISEÑO GRAFICO,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40602005.html,Completado,1710,35,0.55,,Licenciatura 2025,36,1710,1489,97,36
2025,4,405,40500025,DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40500025.html,Completado,1546,58,0.76,,Licenciatura 2025,50,1546,1318,100,59
2025,4,405,40501005,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40501005.html,Completado,614,29,0.57,,Licenciatura 2025,30,614,524,87,31
2025,4,407,40700135,EDUCACION MUSICAL,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40700135.html,Completado,51,20,0.42,,Licenciatura 2025,28,51,35,45,21
2025,4,408,40802005,ENSEÑANZA DE INGLES,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40802005.html,Completado,260,129,0.31,,Licenciatura 2025,98,260,185,45,131
2025,4,409,40900105,ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/40900105.html,Completado,147,81,0.24,,Licenciatura 2025,38,147,128,55,84
2025,4,410,41000135,ETNOMUSICOLOGIA,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41000135.html,Completado,9,7,0.23,,Licenciatura 2025,20,9,8,50,7
2025,4,411,41100105,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41100105.html,Completado,400,71,0.29,,Licenciatura 2025,50,400,337,81,77
2025,4,411,41102005,FILOSOFIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41102005.html,Completado,115,63,0.29,,Licenciatura 2025,77,115,96,45,63
2025,4,431,43107005,GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43107005.html,Completado,11,6,0.3,,Licenciatura 2025,29,11,8,48,6
2025,4,412,41200105,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41200105.html,Completado,321,111,0.34,,Licenciatura 2025,35,321,279,68,112
2025,4,412,41200025,HISTORIA,OAXACA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41200025.html,Completado,10,8,0.29,,Licenciatura 2025,22,10,8,47,8
2025,4,412,41202005,HISTORIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41202005.html,Completado,133,100,0.32,,Licenciatura 2025,47,133,120,45,100
2025,4,433,43307005,HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43307005.html,Completado,26,18,0.25,,Licenciatura 2025,35,26,20,55,18
2025,4,413,41300135,INSTRUMENTISTA,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41300135.html,Completado,137,73,0.29,,Licenciatura 2025,102,137,101,45,75
2025,4,414,41400105,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41400105.html,Completado,232,84,0.28,,Licenciatura 2025,45,232,199,69,88
2025,4,414,41402005,LENGUA Y LITERATURAS HISPANICAS,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41402005.html,Completado,61,45,0.19,,Licenciatura 2025,45,61,57,50,45
2025,4,415,41500105,LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41500105.html,Completado,15,4,0.18,,Licenciatura 2025,27,15,11,46,6
2025,4,416,41600105,LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41600105.html,Completado,21,10,0.21,,Licenciatura 2025,37,21,13,45,10
2025,4,417,41700105,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41700105.html,Completado,145,80,0.2,,Licenciatura 2025,125,145,101,45,86
2025,4,418,41800105,LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41800105.html,Completado,28,18,0.18,,Licenciatura 2025,23,28,24,47,18
2025,4,430,43000105,LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43000105.html,Completado,12,7,0.2,,Licenciatura 2025,19,12,12,44,7
2025,4,419,41900105,LETRAS CLASICAS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/41900105.html,Completado,72,22,0.2,,Licenciatura 2025,20,72,62,77,23
2025,4,439,43900425,LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43900425.html,Completado,143,33,0.21,,Licenciatura 2025,34,143,75,55,34
2025,4,420,42000105,LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/42000105.html,Completado,399,33,0.26,,Licenciatura 2025,32,399,343,93,33
2025,4,432,43207005,LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43207005.html,Completado,25,16,0.2,,Licenciatura 2025,29,25,20,45,17
2025,4,438,43807005,MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43807005.html,Completado,66,22,0.17,,Licenciatura 2025,22,66,25,46,22
2025,4,421,42100105,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/42100105.html,Completado,2048,144,0.6,,Licenciatura 2025,150,2048,1805,76,154
2025,4,421,42102005,PEDAGOGIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/42102005.html,Completado,1111,90,0.49,,Licenciatura 2025,85,1111,1007,67,91
2025,4,421,42104005,PEDAGOGIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/42104005.html,Completado,1868,129,0.59,,Licenciatura 2025,135,1868,1702,70,135
2025,4,422,42200135,PIANO,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/42200135.html,Completado,28,15,0.32,,Licenciatura 2025,33,28,18,51,15
2025,4,436,43600135,TEATRO Y ACTUACION,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/43600135.html,Completado,764,173,0.34,,Licenciatura 2025,174,764,650,65,178
2025,4,440,44000425,TRADUCCION,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/44000425.html,Completado,566,19,0.31,,Licenciatura 2025,19,566,329,106,19
2025,4,440,44000305,TRADUCCION,"SAN MIGUEL DE ALLENDE, GUANAJUATO",Escolarizado,https://www.dgae.unam.mx/Licenciatura2025/resultados/4/44000305.html,Completado,42,20,0.19,,Licenciatura 2025,32,42,20,45,20
