Area,Clave_carrera,Codigo_opcion,Carrera,Plantel,Modalidad,URL_resultados,Estado_extraccion,Filas_extraidas,Seleccionados_extraidos,Duracion_segundos,Error,Concurso,Oferta,Aspirantes,Presentaron_examen,Aciertos_minimos,Seleccionados
3,315,31502005,COMUNICACION,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31502005.html,Completado,458,0,0.3,,Licenciatura 2026,80,458,336,59,171
3,315,31506005,COMUNICACION,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31506005.html,Completado,75,0,0.24,,Licenciatura 2026,45,75,58,40,51
3,316,31604005,COMUNICACION Y PERIODISMO,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31604005.html,Completado,596,0,0.28,,Licenciatura 2026,145,596,435,55,248
3,304,30400065,CONTADURIA,FACULTAD DE CONTADURÍA Y ADMINISTRACIÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30400065.html,Completado,2087,0,0.74,,Licenciatura 2026,580,2087,1370,70,532
3,304,30401005,CONTADURIA,FES CUAUTITLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30401005.html,Completado,558,0,0.52,,Licenciatura 2026,325,558,378,40,348
3,304,30411005,CONTADURIA,"ESCUELA NAL. DE ESTUDIOS SUP. OAXACA, OAX.",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30411005.html,Completado,342,0,0.39,,Licenciatura 2026,40,342,147,40,136
3,305,30500075,DERECHO,FACULTAD DE DERECHO,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30500075.html,Completado,2129,0,0.85,,Licenciatura 2026,586,2129,1446,65,610
3,305,30502005,DERECHO,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30502005.html,Completado,944,0,0.65,,Licenciatura 2026,199,944,657,46,483
3,305,30504005,DERECHO,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30504005.html,Completado,1437,0,0.76,,Licenciatura 2026,249,1437,938,49,575
3,305,30507005,DERECHO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30507005.html,Completado,79,0,0.37,,Licenciatura 2026,45,79,48,40,45
3,318,31805005,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,FES ZARAGOZA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31805005.html,Completado,58,0,0.19,,Licenciatura 2026,50,58,46,43,35
3,318,31800015,DESARROLLO COMUNITARIO PARA EL ENVEJECIMIENTO,TLAXCALA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31800015.html,Completado,1,0,0.16,,Licenciatura 2026,50,1,0,0,0
3,320,32006005,DESARROLLO TERRITORIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/32006005.html,Completado,7,0,0.18,,Licenciatura 2026,36,7,6,52,6
3,306,30600085,ECONOMIA,FACULTAD DE ECONOMÍA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30600085.html,Completado,1143,0,0.41,,Licenciatura 2026,475,1143,772,62,491
3,306,30602005,ECONOMIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30602005.html,Completado,343,0,0.38,,Licenciatura 2026,140,343,240,54,149
3,306,30604005,ECONOMIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30604005.html,Completado,389,0,0.29,,Licenciatura 2026,130,389,244,58,134
3,313,31306005,ECONOMIA INDUSTRIAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31306005.html,Completado,78,0,0.41,,Licenciatura 2026,70,78,65,41,63
3,317,31707005,ESTUDIOS SOCIALES Y GESTION LOCAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31707005.html,Completado,14,0,0.19,,Licenciatura 2026,40,14,7,46,7
3,307,30700105,GEOGRAFIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30700105.html,Completado,75,0,0.19,,Licenciatura 2026,35,75,64,42,58
3,322,32200175,GEOGRAFIA APLICADA,ESCUELA NACIONAL DE CIENCIAS DE LA TIERRA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/32200175.html,Completado,22,0,0.18,,Licenciatura 2026,30,22,16,40,15
3,322,32208005,GEOGRAFIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/32208005.html,Completado,7,0,0.16,,Licenciatura 2026,23,7,4,54,3
3,308,30801005,INFORMATICA,FES CUAUTITLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30801005.html,Completado,127,0,0.2,,Licenciatura 2026,75,127,94,43,83
3,309,30904005,PLANIF PARA EL DESARROLLO AGROPECUARIO,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/30904005.html,Completado,72,0,0.2,,Licenciatura 2026,97,72,58,40,44
3,310,31000045,RELACIONES INTERNACIONALES,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31000045.html,Completado,255,0,0.21,,Licenciatura 2026,39,255,133,75,49
3,310,31002005,RELACIONES INTERNACIONALES,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31002005.html,Completado,374,0,0.26,,Licenciatura 2026,63,374,227,57,108
3,310,31004005,RELACIONES INTERNACIONALES,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31004005.html,Completado,428,0,0.29,,Licenciatura 2026,82,428,243,62,103
3,310,31006005,RELACIONES INTERNACIONALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31006005.html,Completado,78,0,0.23,,Licenciatura 2026,45,78,66,40,63
3,311,31100045,SOCIOLOGIA,FACULTAD DE CIENCIAS POLÍTICAS Y SOCIALES,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31100045.html,Completado,147,0,0.22,,Licenciatura 2026,66,147,111,65,67
3,311,31102005,SOCIOLOGIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31102005.html,Completado,106,0,0.21,,Licenciatura 2026,80,106,92,40,81
3,311,31104005,SOCIOLOGIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31104005.html,Completado,119,0,0.27,,Licenciatura 2026,47,119,95,40,84
3,324,32408005,SOCIOLOGIA APLICADA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/32408005.html,Completado,23,0,0.25,,Licenciatura 2026,25,23,18,41,18
3,312,31200155,TRABAJO SOCIAL,ESCUELA NACIONAL DE TRABAJO SOCIAL,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/31200155.html,Completado,450,0,0.36,,Licenciatura 2026,340,450,394,40,332
3,323,32306005,TURISMO Y DESARROLLO SOSTENIBLE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/3/32306005.html,Completado,44,0,0.26,,Licenciatura 2026,45,44,28,40,25
4,437,43700105,ADMINISTRACION DE ARCHIVOS Y GESTION DOCUMENTAL,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43700105.html,Completado,41,0,0.27,,Licenciatura 2026,15,41,27,48,18
4,434,43402055,ARTE Y DISEÑO,"PLANTEL TAXCO, GRO",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43402055.html,Completado,63,0,0.22,,Licenciatura 2026,45,63,36,40,36
4,434,43407005,ARTE Y DISEÑO,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43407005.html,Completado,108,0,0.24,,Licenciatura 2026,75,108,86,40,79
4,401,40100025,ARTES VISUALES,FACULTAD DE ARTES Y DISEÑO,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40100025.html,Completado,198,0,0.24,,Licenciatura 2026,90,198,161,61,103
4,402,40200105,BIBLIOTECOLOGIA Y ESTUDIOS DE LA INFORMACION,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40200105.html,Completado,98,0,0.25,,Licenciatura 2026,55,98,76,40,68
4,403,40300135,CANTO,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40300135.html,Completado,24,0,0.21,,Licenciatura 2026,19,24,8,52,6
4,404,40400135,COMPOSICION,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40400135.html,Completado,35,0,0.21,,Licenciatura 2026,21,35,13,45,13
4,429,42900105,DESARROLLO Y GESTION INTERCULTURALES,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/42900105.html,Completado,27,0,0.27,,Licenciatura 2026,17,27,21,54,17
4,429,42906005,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD LEÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/42906005.html,Completado,11,0,0.19,,Licenciatura 2026,36,11,9,47,8
4,429,42908005,DESARROLLO Y GESTION INTERCULTURALES,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MÉRIDA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/42908005.html,Completado,15,0,0.19,,Licenciatura 2026,29,15,8,46,8
4,406,40602005,DISEÑO GRAFICO,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40602005.html,Completado,157,0,0.2,,Licenciatura 2026,36,157,91,62,45
4,405,40500025,DISEÑO Y COMUNICACION VISUAL,FACULTAD DE ARTES Y DISEÑO,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40500025.html,Completado,166,0,0.22,,Licenciatura 2026,50,166,112,65,65
4,405,40501005,DISEÑO Y COMUNICACION VISUAL,FES CUAUTITLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40501005.html,Completado,121,0,0.2,,Licenciatura 2026,30,121,81,64,37
4,407,40700135,EDUCACION MUSICAL,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40700135.html,Completado,18,0,0.18,,Licenciatura 2026,28,18,9,46,9
4,408,40802005,ENSEÑANZA DE INGLES,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40802005.html,Completado,130,0,0.21,,Licenciatura 2026,98,130,68,40,67
4,409,40900105,ESTUDIOS LATINOAMERICANOS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/40900105.html,Completado,85,0,0.21,,Licenciatura 2026,38,85,70,40,68
4,410,41000135,ETNOMUSICOLOGIA,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41000135.html,Completado,8,0,0.18,,Licenciatura 2026,20,8,3,46,3
4,411,41100105,FILOSOFIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41100105.html,Completado,96,0,0.22,,Licenciatura 2026,50,96,73,43,71
4,411,41102005,FILOSOFIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41102005.html,Completado,70,0,0.19,,Licenciatura 2026,77,70,64,40,59
4,431,43107005,GEOHISTORIA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43107005.html,Completado,6,0,0.19,,Licenciatura 2026,40,6,4,60,4
4,412,41200105,HISTORIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41200105.html,Completado,157,0,0.2,,Licenciatura 2026,35,157,110,54,87
4,412,41202005,HISTORIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41202005.html,Completado,83,0,0.26,,Licenciatura 2026,47,83,76,40,72
4,412,41211005,HISTORIA,"ESCUELA NAL. DE ESTUDIOS SUP. OAXACA, OAX.",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41211005.html,Completado,29,0,0.17,,Licenciatura 2026,20,29,21,46,21
4,433,43307005,HISTORIA DEL ARTE,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43307005.html,Completado,18,0,0.17,,Licenciatura 2026,40,18,13,45,13
4,413,41300135,INSTRUMENTISTA,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41300135.html,Completado,66,0,0.22,,Licenciatura 2026,102,66,45,40,44
4,414,41400105,LENGUA Y LITERATURAS HISPANICAS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41400105.html,Completado,106,0,0.21,,Licenciatura 2026,45,106,88,42,87
4,414,41402005,LENGUA Y LITERATURAS HISPANICAS,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41402005.html,Completado,58,0,0.21,,Licenciatura 2026,45,58,55,42,53
4,415,41500105,LENGUA Y LITERATURAS MODERNAS (LETRAS ALEMANAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41500105.html,Completado,5,0,0.17,,Licenciatura 2026,27,5,5,54,5
4,416,41600105,LENGUA Y LITERATURAS MODERNAS (LETRAS FRANCESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41600105.html,Completado,7,0,0.33,,Licenciatura 2026,37,7,6,52,5
4,417,41700105,LENGUA Y LITERATURAS MODERNAS (LETRAS INGLESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41700105.html,Completado,70,0,0.19,,Licenciatura 2026,125,70,30,40,30
4,418,41800105,LENGUA Y LITERATURAS MODERNAS (LETRAS ITALIANAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41800105.html,Completado,20,0,0.24,,Licenciatura 2026,23,20,16,43,15
4,430,43000105,LENGUA Y LITERATURAS MODERNAS (LETRAS PORTUGUESAS),FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43000105.html,Completado,7,0,0.19,,Licenciatura 2026,19,7,4,49,3
4,419,41900105,LETRAS CLASICAS,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/41900105.html,Completado,33,0,0.19,,Licenciatura 2026,20,33,28,50,27
4,439,43900425,LINGÜISTICA APLICADA,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43900425.html,Completado,66,0,0.21,,Licenciatura 2026,40,66,37,52,35
4,420,42000105,LITERATURA DRAMATICA Y TEATRO,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/42000105.html,Completado,79,0,0.54,,Licenciatura 2026,32,79,59,70,36
4,432,43207005,LITERATURA INTERCULTURAL,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43207005.html,Completado,14,0,0.18,,Licenciatura 2026,40,14,10,45,10
4,438,43807005,MUSICA Y TECNOLOGIA ARTISTICA,ESCUELA NAL. DE ESTUDIOS SUP. UNIDAD MORELIA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43807005.html,Completado,32,0,0.2,,Licenciatura 2026,25,32,20,44,20
4,421,42100105,PEDAGOGIA,FACULTAD DE FILOSOFÍA Y LETRAS,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/42100105.html,Completado,509,0,0.28,,Licenciatura 2026,150,509,310,52,164
4,421,42102005,PEDAGOGIA,FES ACATLÁN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/42102005.html,Completado,314,0,0.28,,Licenciatura 2026,85,314,196,48,114
4,421,42104005,PEDAGOGIA,FES ARAGÓN,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/42104005.html,Completado,551,0,0.3,,Licenciatura 2026,135,551,318,49,162
4,422,42200135,PIANO,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/42200135.html,Completado,20,0,0.24,,Licenciatura 2026,33,20,16,49,16
4,436,43600135,TEATRO Y ACTUACION,FACULTAD DE MÚSICA,Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/43600135.html,Completado,300,0,0.22,,Licenciatura 2026,174,300,213,47,187
4,440,44000425,TRADUCCION,"ESCUELA NACIONAL DE LENGUAS, LINGÜÍSTICA Y TRADUCCIÓN",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/44000425.html,Completado,47,0,0.22,,Licenciatura 2026,19,47,31,76,25
4,440,44000305,TRADUCCION,"SAN MIGUEL DE ALLENDE, GUANAJUATO",Escolarizado,https://www.dgae.unam.mx/Licenciatura2026/resultados_control/4/44000305.html,Completado,14,0,0.18,,Licenciatura 2026,32,14,12,58,12
